City,State,BankState,Term,NoEmp,NewExist,UrbanRural,DisbursementGross,MIS_Status
ATLANTA,GA,NC,65,1,New Business,Urban,50000,1
SANTA CLARA,CA,SD,12,1,New Business,Urban,44324,1
PICO RIVERA,CA,NC,2,3,New Business,Urban,12529,1
ROWLETT,TX,SD,301,15,Existing Business,Undefined,370000,0
SPRINGFIELD,VA,NC,84,7,Existing Business,Urban,7500,0
PHOENIX,AZ,IL,84,1,Existing Business,Urban,35000,0
GLENDALE,CA,NC,84,5,New Business,Urban,50000,0
AUSTIN,TX,TX,12,16,New Business,Undefined,100000,0
LONG BEACH,CA,NC,84,10,New Business,Rural,135100,0
NEWARK,OH,DE,36,3,Existing Business,Urban,50911,1
ATLANTA,GA,GA,120,14,New Business,Undefined,350000,0
DADE CITY,FL,NC,84,9,New Business,Rural,44000,0
JAMAICA,NY,NY,84,4,Existing Business,Undefined,191700,1
WARWICK,RI,RI,60,4,New Business,Undefined,50000,0
LOS ANGELES,CA,NC,59,50,New Business,Urban,50000,1
ANCHORAGE,AK,AK,120,4,Existing Business,Undefined,163500,0
SAN LUIS OBISPO,CA,NC,84,35,Existing Business,Urban,10000,0
CHARLOTTE,NC,NC,56,8,Existing Business,Urban,19351,1
WILTON (CENSUS NAME FOR WILTON,ME,ME,36,6,Existing Business,Rural,73547,0
Butler,PA,OH,63,2,Existing Business,Rural,55000,0
EULESS,TX,SC,300,3,Existing Business,Undefined,1570000,0
WELLINGTON,FL,NC,84,5,New Business,Rural,100000,0
TEMECULA,CA,CA,120,2,New Business,Undefined,100000,0
LUTZ,FL,NC,84,2,Existing Business,Urban,10000,0
PIKESVILLE,MD,NC,84,5,New Business,Urban,10000,0
CALDWELL,ID,NC,84,4,New Business,Rural,50000,0
SANTA MONICA,CA,IL,24,2,Existing Business,Rural,106051,1
CHICAGO,IL,IL,48,2,New Business,Undefined,25000,0
ASHBURN,VA,PA,53,3,New Business,Rural,45000,1
TAYLOR,MI,IL,60,5,Existing Business,Urban,28420,0
TAMPA,FL,NY,84,1,New Business,Urban,107472,0
MILWAUKEE,WI,WI,48,17,New Business,Undefined,40000,0
ANAHEIM,CA,NC,84,5,Existing Business,Urban,10000,0
MIAMI,FL,NC,45,4,New Business,Urban,20000,1
WICHITA,KS,MO,68,3,Existing Business,Urban,47200,0
MYRTLE BEACH,SC,NC,84,4,New Business,Urban,7000,0
CRESSKILL,NJ,NY,36,4,New Business,Urban,50000,0
PEORIA,IL,DE,25,2,Existing Business,Urban,206459,1
CENTRAL ISLIP,NY,NY,36,4,New Business,Urban,50000,0
SCARBOROUGH,ME,ME,240,21,New Business,Undefined,305000,0
LOUISVILLE,KY,DE,1,2,Existing Business,Urban,127249,1
MAHOMET,IL,IL,240,1,Existing Business,Undefined,425000,0
COLLEYVILLE,TX,RI,120,20,Existing Business,Undefined,160000,0
SAN LUIS OBISPO,CA,NC,84,35,Existing Business,Urban,10000,0
ST. LOUIS,MO,MO,60,1,Existing Business,Urban,52600,0
GAUTIER,MS,MS,180,15,New Business,Undefined,375000,0
O'FALLON,MO,NY,120,36,New Business,Urban,2000000,0
WEATHERFORD,TX,NV,120,13,Existing Business,Undefined,120000,0
SPOKANE,WA,NC,43,5,New Business,Urban,70825,1
GRACEVILLE,MN,MN,84,1,Existing Business,Undefined,35000,0
TORRANCE,CA,NC,84,1,New Business,Urban,12856,0
SALEM,UT,UT,84,1,Existing Business,Rural,50000,0
DOTHAN,AL,AL,240,10,New Business,Undefined,485000,0
GROTON,CT,CT,24,80,Existing Business,Urban,287133,0
PELLA,IA,IA,240,27,Existing Business,Rural,540000,0
SAN LUIS OBISPO,CA,CA,84,4,New Business,Undefined,184100,0
Saint Johns,MI,DE,18,2,Existing Business,Urban,16611,1
NORCROSS,GA,NC,84,3,Existing Business,Urban,9949,0
MANASSAS,VA,MD,84,70,New Business,Undefined,540000,0
BOISE,ID,UT,60,8,Existing Business,Rural,50000,0
DALTON,MN,MN,84,2,New Business,Undefined,23000,0
RALEIGH,NC,NC,71,1,New Business,Urban,7000,1
NASHVILLE,TN,TN,69,3,New Business,Undefined,24000,0
BELLEVUE,WA,NC,84,4,New Business,Urban,10000,0
SPANISH FORK,UT,UT,84,2,New Business,Rural,25000,0
Painesville,OH,DE,10,5,New Business,Urban,38401,1
HUNTINGTON BEACH,CA,CA,240,4,New Business,Urban,432000,0
INDIANAPOLIS,IN,IN,60,1,Existing Business,Urban,135099,0
LANHAM,MD,NC,84,3,New Business,Urban,150000,0
SAN JOSE,CA,NC,84,20,New Business,Urban,100000,0
HUGO,OK,OK,84,8,Existing Business,Undefined,50500,0
Buford,GA,VA,18,5,New Business,Urban,25000,1
Miami,FL,VA,84,18,New Business,Urban,25000,0
ASHEVILLE,NC,NC,180,4,New Business,Undefined,267220,0
Silver Spring,MD,VA,55,5,New Business,Urban,50000,1
UNIONDALE,NY,RI,61,10,New Business,Undefined,50000,0
Norman,OK,VA,20,3,New Business,Urban,50000,1
LARAMIE,WY,WY,60,4,Existing Business,Undefined,50000,0
NORTH PORT,FL,NC,84,1,New Business,Urban,15776,0
PLYMOUTH,MN,MN,60,13,New Business,Undefined,76000,0
LANHAM,MD,NC,84,4,New Business,Urban,34000,0
FOREST HILL,NY,IL,64,2,New Business,Rural,30508,1
AMES,IA,IA,60,1,Existing Business,Undefined,10350,0
BOWIE,MD,NC,116,2,New Business,Urban,24000,0
QULIN,MO,MO,120,2,Existing Business,Undefined,405000,1
COCKEYSVILLE,MD,NC,84,2,Existing Business,Urban,10000,0
PURCELLVILLE,VA,NC,84,3,New Business,Urban,78000,0
WILLIAMSTON,MI,MI,60,2,Existing Business,Undefined,90000,0
MIRAMAR,FL,NC,84,1,New Business,Urban,9081,0
ONTARIO,CA,CA,240,25,New Business,Urban,598000,0
LAKEVILLE,MN,IL,84,1,Existing Business,Rural,22000,0
Willoughby,OH,DE,44,3,New Business,Urban,18124,1
ROCHESTER HILLS,MI,MI,122,8,New Business,Undefined,74000,0
WILLOUGHBY,OH,OH,60,3,New Business,Urban,40000,0
LANCASTER,NY,NY,60,3,New Business,Undefined,50000,0
BEALETON,VA,VA,84,9,New Business,Undefined,30000,0
HENDERSON,NV,NC,36,4,New Business,Urban,50000,1
Galloway,OH,OH,63,8,Existing Business,Urban,96000,0
Galloway,OH,OH,60,8,Existing Business,Urban,10175,0
CLARENDON HILLS,IL,IL,60,3,Existing Business,Undefined,75000,0
DESERT HOT SPRINGS,CA,NC,84,2,New Business,Urban,20023,0
SCOTTSDALE,AZ,AZ,240,50,New Business,Urban,457000,0
MIAMI,FL,NC,71,7,New Business,Urban,50000,1
MERCER,PA,PA,120,2,New Business,Rural,60000,0
MONROE,UT,UT,24,5,New Business,Rural,77232,0
PORTSMOUTH,VA,VA,84,3,New Business,Urban,125000,0
GALVA,KS,NC,84,1,New Business,Urban,15000,0
MALDEN,MA,MA,84,3,Existing Business,Urban,150000,0
TOOELE,UT,UT,24,4,Existing Business,Urban,11054,0
JONESBORO,AR,AR,84,9,New Business,Undefined,100000,0
LOS ANGELES,CA,NC,84,3,Existing Business,Urban,10000,0
ALAMOGORDO,NM,NM,84,16,New Business,Rural,88289,0
MOSINEE,WI,IL,51,3,New Business,Rural,88000,0
ALTADENA,CA,CA,48,1,Existing Business,Urban,92415,1
MOHNTON,PA,PA,84,10,New Business,Rural,33526,0
MARYSVILLE,CA,NC,84,1,New Business,Urban,12000,0
AURORA,CO,CO,240,1,New Business,Urban,304000,0
PARAMOUNT,CA,TX,84,12,New Business,Urban,135000,0
RICHARDSON,TX,IL,84,3,Existing Business,Undefined,57201,0
Nicholasville,KY,DE,18,1,New Business,Urban,20823,1
CONYERS,GA,NC,84,1,New Business,Urban,14859,0
CORALVILLE,IA,IA,84,12,New Business,Undefined,106000,0
PHOENIX,AZ,NC,14,4,New Business,Urban,19307,1
GLENDALE,CA,NC,50,4,New Business,Urban,96000,1
STOCKBRIDGE,GA,FL,240,22,New Business,Urban,1695000,0
SEGUIN,TX,TX,240,4,New Business,Undefined,296500,0
Wilmington,OH,DE,7,1,Existing Business,Rural,17854,1
HIGH POINT,NC,NC,84,6,New Business,Urban,50000,0
VERNAL,UT,UT,60,2,New Business,Rural,19800,0
Kensington,MD,GA,36,6,Existing Business,Urban,18000,0
KAYSVILLE,UT,SD,12,2,New Business,Undefined,233841,0
LIVERMORE,CA,CA,257,25,New Business,Undefined,640000,0
BREA,CA,NC,84,2,Existing Business,Rural,10000,0
FARMERS BRANCH,TX,TX,84,12,New Business,Undefined,60000,0
CHARLOTTE,NC,NC,84,1,Existing Business,Urban,10000,0
WEST HOLLYWOOD,CA,NC,84,1,Existing Business,Urban,10000,0
MOUNT VERNON,WA,WA,60,1,New Business,Undefined,23500,0
TULSA,OK,NC,65,2,New Business,Urban,25000,1
TOPEKA,KS,NC,31,65,New Business,Urban,50000,1
CLARKSVILLE,TN,NC,84,8,New Business,Urban,32000,0
MONTEREY,CA,CA,180,8,New Business,Undefined,58501,0
OPA LOCKA,FL,NC,13,3,New Business,Rural,51999,1
PLEASANT RIDGE,MI,IL,126,2,Existing Business,Urban,166174,0
CUPERTINO,CA,CA,36,8,New Business,Undefined,228925,1
SOUTH LAKE TAHOE,CA,NC,52,2,Existing Business,Urban,15500,0
HONOLULU,HI,HI,60,1,New Business,Undefined,10000,0
LOS ANGELES,CA,NC,84,3,New Business,Urban,64334,0
BRYAN,TX,TX,144,1,New Business,Undefined,150000,0
HOUSTON,TX,TX,90,6,Existing Business,Undefined,115000,0
TERRYTOWN,LA,IL,84,1,New Business,Urban,55594,0
SAN DIEGO,CA,CA,120,30,New Business,Undefined,50000,0
SALISBURY,MD,NY,90,16,New Business,Urban,203800,0
CORINNE,UT,UT,60,1,Existing Business,Rural,20000,0
IRVING,TX,NC,64,2,New Business,Urban,50000,1
LIGHTHOUSE POINT,FL,NC,84,1,New Business,Rural,40000,0
APPLETON,WI,WI,84,9,New Business,Urban,21697,0
GLENCOE,MO,NC,84,2,Existing Business,Urban,10000,0
LOS ANGELES,CA,NC,84,1,New Business,Urban,44875,0
CHICAGO,IL,IL,43,1,New Business,Urban,101515,1
MIAMI,FL,NC,84,2,Existing Business,Urban,10000,0
ROCKFORD,IL,IL,84,1,New Business,Urban,37395,0
Baden,PA,PA,54,12,Existing Business,Rural,27000,0
DALLAS,TX,DC,120,25,New Business,Undefined,800000,0
Baden,PA,NY,83,12,Existing Business,Urban,83419,0
STEVENSVILLE,MT,MT,48,1,New Business,Rural,18600,0
STONE MOUNTAIN,GA,GA,300,4,Existing Business,Undefined,935000,0
SAN DIEGO,CA,IL,84,6,New Business,Rural,100827,0
NOTTINGHAM,MD,NC,84,6,New Business,Urban,60135,0
LOS ANGELES,CA,CA,120,2,New Business,Urban,550000,0
PHOENIX,AZ,IL,84,6,New Business,Undefined,50000,0
New Lebanon,OH,OH,48,2,Existing Business,Rural,36000,0
MEDLEY,FL,NC,16,6,New Business,Rural,279620,1
SCOTTSDALE,AZ,SD,60,2,New Business,Urban,132863,0
E Bernstadt,KY,DE,23,2,New Business,Urban,36168,1
PORT TOWNSEND,WA,NC,84,5,Existing Business,Urban,12724,0
LOMITA,CA,IL,84,2,Existing Business,Rural,67554,0
ASHLAND,OR,NC,84,11,New Business,Urban,20000,0
BURBANK,CA,CA,300,1,Existing Business,Undefined,120000,0
MORGAN HILL,CA,NC,84,3,Existing Business,Urban,12304,0
FULLERTON,CA,NC,84,2,Existing Business,Urban,14012,0
Raleigh,NC,VA,84,3,New Business,Urban,25000,0
Midvale,UT,VA,84,4,New Business,Urban,35000,0
ST. LOUIS,MO,MO,60,2,Existing Business,Urban,25879,0
Weiner,AR,VA,84,2,New Business,Rural,35000,0
SANTA CLARITA,CA,CA,84,28,New Business,Undefined,50000,0
Chattanooga,TN,VA,84,4,New Business,Urban,50000,0
Reno,NV,VA,34,18,New Business,Urban,50000,1
TACOMA,WA,WA,84,8,New Business,Rural,265000,0
WEBSTER,NY,NY,60,12,New Business,Urban,100000,0
FLORENCE,MS,MS,120,2,Existing Business,Rural,75000,0
OGDEN,UT,SD,130,6,New Business,Undefined,110000,0
MIAMI,FL,NC,40,5,Existing Business,Urban,10000,1
HIGHLAND PARK,IL,SD,60,5,New Business,Urban,98516,0
LAS VEGAS,NV,SD,53,1,New Business,Urban,70329,1
MATTHEWS,NC,NC,84,5,New Business,Urban,22725,0
SAN DIEGO,CA,CA,240,11,New Business,Urban,778000,0
MURRAY,UT,UT,240,1,Existing Business,Undefined,618000,0
CARY,NC,NC,84,8,New Business,Urban,85500,0
COLORADO SPRINGS,CO,SD,13,1,New Business,Urban,65247,1
BRYANT,AR,AR,120,14,New Business,Rural,100000,0
MIAMI,FL,NC,14,6,New Business,Urban,179684,1
HARRISON,AR,AR,67,5,New Business,Rural,55000,1
BRISTOL,RI,RI,120,5,Existing Business,Undefined,250000,0
BELLINGHAM,MA,RI,240,20,New Business,Undefined,1000000,0
MODESTO,CA,NC,84,1,New Business,Urban,16000,0
DULUTH,MN,MN,84,2,Existing Business,Rural,1636829,0
NEBR. CITY,NE,NE,84,1,Existing Business,Undefined,60000,0
RIVERSIDE,CA,NC,84,4,New Business,Urban,25000,0
GARNER,NC,NC,84,2,Existing Business,Undefined,20500,0
MORRO BAY,CA,NC,84,2,New Business,Urban,25875,0
MIAMI,FL,NC,84,2,Existing Business,Urban,10000,0
GLENSHAW,PA,PA,84,5,New Business,Urban,125000,0
HAMPTON,VA,NC,84,2,Existing Business,Urban,10000,0
TAYLOR,MI,NC,84,4,New Business,Urban,27574,0
BONNER SPRINGS,KS,MO,92,3,Existing Business,Urban,150000,0
COLUMBUS,OH,OH,60,6,New Business,Undefined,50000,0
SAN CLEMENTE,CA,NC,66,1,Existing Business,Urban,11000,1
ATLANTA,GA,NC,84,3,New Business,Urban,50500,0
WEST CARSON,CA,CA,12,45,New Business,Urban,520000,0
CHINO,CA,OH,300,8,New Business,Urban,684200,0
WINSTON SALEM,NC,NC,84,1,New Business,Urban,12000,0
HOUSTON,TX,SD,2,4,New Business,Urban,225000,1
Geneva,IL,IL,60,2,New Business,Rural,33837,0
INDIANAPOLIS,IN,IN,60,3,Existing Business,Urban,131500,0
SPRINGFIELD,MO,MO,240,9,New Business,Undefined,120000,0
CHICAGO,IL,IL,84,2,New Business,Undefined,50000,0
TUCSON,AZ,AL,84,2,New Business,Urban,27318,0
COLLBRAN,CO,UT,84,2,New Business,Undefined,51000,0
SANTA FE SPRINGS,CA,CA,48,18,Existing Business,Urban,51852,0
LAS VEGAS,NV,NC,61,5,New Business,Urban,50000,1
CEDAR HILL,TX,CA,65,3,New Business,Urban,10000,1
COLLIERVILLE,TN,TN,84,3,Existing Business,Undefined,75000,0
Mt Wolf,PA,MD,60,3,Existing Business,Urban,73974,0
SAUSALITO,CA,CA,46,2,Existing Business,Urban,5000,1
PHOENIXVILLE,PA,PA,120,4,New Business,Undefined,37000,0
CLEARWATER,FL,NC,70,2,New Business,Urban,10000,1
LOS ANGELES,CA,CA,240,2,Existing Business,Urban,516000,0
FORT WORTH,TX,IL,60,1,Existing Business,Undefined,25000,0
METAIRIE,LA,SD,120,2,New Business,Undefined,375000,0
ARNOLD,CA,NC,84,7,New Business,Urban,69560,0
FT WASHINGTON,MD,CA,41,1,Existing Business,Urban,10000,1
AMBLER,PA,NY,81,3,New Business,Undefined,25000,0
GLEN ELLEN,CA,NV,84,2,New Business,Rural,54282,0
HIXSON,TN,NC,84,1,Existing Business,Urban,13118,0
EDMOND,OK,OK,15,3,Existing Business,Urban,99635,0
WOODBURY,NY,NY,84,3,New Business,Urban,30000,0
UPPER MARLBORO,MD,NC,84,1,New Business,Urban,20000,0
EVERETT,MA,MA,60,4,Existing Business,Urban,25000,0
SANTA CRUZ,CA,SD,96,3,Existing Business,Undefined,50000,0
SAINT LOUIS,MO,IL,84,10,New Business,Urban,190000,0
RENO,NV,NC,62,3,New Business,Urban,90000,1
LEXINGTON,SC,SC,82,8,New Business,Urban,260000,1
MEDLEY,FL,NC,29,2,New Business,Rural,33500,1
VANCOUVER,WA,IL,50,9,New Business,Rural,40005,1
Lexington,KY,DE,33,1,Existing Business,Urban,10210,1
WALNUT CREEK,CA,SD,60,2,New Business,Urban,429069,0
PROVO,UT,UT,1,2,New Business,Urban,62277,1
BOISE (CORPORATE NAME BOISE CI,ID,IL,84,5,New Business,Rural,122312,0
SANTA CRUZ,CA,SD,84,5,New Business,Undefined,75000,0
PINE BLUFF,AR,NC,84,2,Existing Business,Urban,10000,0
JEROME,ID,UT,84,5,New Business,Rural,219968,0
EPHRAIM,UT,UT,21,7,New Business,Rural,197502,1
LOUISVILLE,KY,DE,60,1,New Business,Urban,23700,0
RICHFIELD,UT,UT,84,1,New Business,Rural,25000,0
MURFREESBORO,TN,CA,61,2,New Business,Urban,5000,1
WESTMINSTER,CA,SD,300,10,New Business,Undefined,609000,0
TALLAHASSEE,FL,NC,84,2,New Business,Urban,101600,0
ST. PETERS,MO,MO,101,1,Existing Business,Urban,50550,0
North Chicago,IL,DE,51,3,New Business,Urban,78377,1
COLORADO SPRINGS,CO,SD,60,10,New Business,Urban,375000,1
VERNAL,UT,UT,84,8,New Business,Rural,50000,0
BEAUMONT,TX,VA,84,7,New Business,Undefined,50000,0
GARDEN GROVE,CA,SD,120,25,New Business,Undefined,395000,0
BURBANK,CA,NC,84,2,New Business,Urban,25000,0
HOLLYWOOD,CA,CA,300,7,New Business,Undefined,200000,0
VILLA PARK,IL,IL,84,4,New Business,Urban,38881,0
PASCO,WA,WA,84,3,Existing Business,Rural,90258,0
RESEDA,CA,SD,120,14,New Business,Undefined,270000,0
DEERFIELD,IL,NC,33,6,New Business,Urban,28000,1
LYNCHBURG,VA,MD,180,4,Existing Business,Undefined,262000,0
LAKE ELSINORE,CA,NC,84,2,Existing Business,Rural,10000,0
CHICAGO,IL,IL,36,2,New Business,Undefined,10000,0
RED LODGE,MT,MT,240,2,New Business,Rural,70000,0
VALENCIA,CA,NC,84,1,New Business,Urban,30500,0
NORTH PALM BEACH,FL,NY,77,1,Existing Business,Rural,145000,1
NORTHBORO,MA,MA,84,1,Existing Business,Undefined,120000,0
Greenlawn,NY,VA,84,2,New Business,Urban,50000,0
NEW YORK,NY,NY,240,6,New Business,Undefined,124000,0
TULSA,OK,NC,84,18,New Business,Urban,61513,0
CHINOOK,MT,MT,19,4,New Business,Rural,41000,1
Charlotte,NC,VA,84,1,New Business,Urban,50000,0
LAS VEGAS,NV,SD,9,4,New Business,Urban,76147,1
HUNTSVILLE,AL,SD,60,1,Existing Business,Urban,50000,0
GLENVIEW,IL,NY,18,12,New Business,Urban,5500,0
HOUSTON,TX,VA,57,40,New Business,Urban,50000,1
HAMBURG,NJ,NJ,120,5,Existing Business,Urban,140000,0
Berne,IN,VA,84,7,New Business,Rural,50000,0
HAMBURG,NJ,NJ,84,5,Existing Business,Urban,16443,0
SCRANTON,PA,PA,60,3,Existing Business,Undefined,20000,0
DUMFRIES,VA,NC,84,10,Existing Business,Urban,10860,0
PLANO,TX,TX,240,2,New Business,Undefined,270700,0
HOUSTON,TX,VA,23,3,New Business,Urban,50000,1
SUGAR HILL,GA,GA,300,1,New Business,Undefined,830000,0
NORTH AUGUSTA,SC,NC,55,1,Existing Business,Urban,10000,1
IRVING,TX,IL,4,3,New Business,Rural,78668,0
SAINT AUGUSTINE,FL,CA,156,5,New Business,Undefined,330000,0
CANTON,IL,CA,32,2,New Business,Urban,10000,1
BALLSTON LAKE,NY,VA,7,2,New Business,Urban,50000,1
PFLUGERVILLE,TX,CA,65,1,New Business,Rural,25000,1
Sylacauga,AL,VA,84,7,New Business,Urban,35000,0
SPRINGFIELD,IL,OH,240,1,Existing Business,Undefined,50000,0
BEDFORD HILLS,NY,VA,84,3,New Business,Urban,50000,0
KISSIMMEE,FL,VA,20,5,New Business,Urban,25000,0
HUMBLE,TX,CA,84,2,New Business,Urban,10000,0
CORAL GABLES,FL,NC,84,6,New Business,Urban,50000,0
HOUSTON,TX,NC,12,1,New Business,Undefined,50000,0
FRAMINGHAM,MA,VA,45,4,New Business,Urban,35000,1
HOUSTON,TX,CA,65,1,Existing Business,Urban,10000,1
Iselin,NJ,VA,84,3,New Business,Urban,50000,0
CAROL STREAM,IL,CA,84,1,New Business,Urban,10000,0
MISSION,TX,VA,84,4,New Business,Urban,50000,0
HAZLETON,PA,NY,120,7,Existing Business,Undefined,68000,0
MAPLETON,UT,UT,84,5,Existing Business,Rural,55000,0
BATON ROUGE,LA,CA,84,2,Existing Business,Urban,10000,0
SAINT LOUIS,MO,NC,84,2,Existing Business,Urban,12794,0
CASTLE ROCK,CO,OH,84,4,New Business,Urban,20000,0
RAMONA,CA,NC,84,2,Existing Business,Urban,10000,0
PHOENIX,AZ,AZ,300,20,New Business,Undefined,386000,0
Richmond,VA,GA,108,6,New Business,Urban,250000,0
NOGALES,AZ,NC,84,2,Existing Business,Urban,10000,0
KODIAK,AK,VA,84,8,New Business,Urban,50000,0
DANBURY,CT,CT,120,8,New Business,Undefined,247000,0
OGDEN,UT,UT,84,5,New Business,Urban,55054,0
SAN DIEGO,CA,NC,84,6,Existing Business,Urban,198097,0
MADISONVILLE,KY,IN,18,2,Existing Business,Rural,284674,0
TUCKER,GA,NC,84,4,New Business,Urban,16000,0
JESSUP,PA,PA,180,1,Existing Business,Undefined,26000,0
NEWBURY PARK,CA,NC,60,31,New Business,Urban,30000,0
GARDENA,CA,CA,84,16,New Business,Urban,180000,0
WORCESTER,MA,MA,300,4,New Business,Undefined,166500,0
SALEM,NH,DE,60,2,New Business,Urban,77000,0
ARLINGTON,NE,MO,12,3,Existing Business,Rural,112000,0
HOUSTON,TX,TX,84,2,New Business,Undefined,30025,0
LEWIS CENTER,OH,IL,17,8,New Business,Rural,37487,1
SPRING BRANCH,TX,VA,12,2,New Business,Urban,1000000,0
ROCKY POINT,NC,NC,44,6,New Business,Urban,10000,1
ROSEDALE,NY,SD,57,1,New Business,Urban,40607,1
GRANITE BAY,CA,NC,84,12,New Business,Urban,33276,0
GARLAND,TX,TX,73,1,New Business,Urban,295000,1
TOMAH,WI,WI,180,10,New Business,Undefined,520000,0
BELL,CA,NC,84,3,New Business,Urban,14000,0
SCRANTON,PA,DE,58,4,Existing Business,Urban,70000,1
PHOENIX,AZ,AZ,90,17,New Business,Undefined,200000,0
MILWAUKEE,WI,IL,31,1,Existing Business,Urban,354261,1
OMAHA,NE,NE,60,1,Existing Business,Urban,30600,0
YAKIMA,WA,NC,84,3,Existing Business,Rural,17628,0
OMAHA,NE,NE,60,1,Existing Business,Urban,30577,0
OMAHA,NE,NE,84,2,Existing Business,Undefined,170000,0
HIALEAH,FL,NC,41,4,New Business,Urban,50000,1
BALTIMORE,MD,MD,84,4,Existing Business,Undefined,50000,0
Monroe,MI,DE,0,1,New Business,Rural,15266,1
DAVISVILLE,RI,RI,120,75,New Business,Undefined,513000,1
EDEN PRAIRIE,MN,MD,84,5,Existing Business,Undefined,375000,1
ROHNERT PARK,CA,CA,120,2,New Business,Undefined,165000,0
PRINCETON,NJ,NJ,120,2,New Business,Rural,95000,0
NORTH HAMPTON,NH,DE,84,1,Existing Business,Urban,150000,0
EL PASO,TX,SD,3,3,New Business,Urban,46859,1
LANCASTER,SC,VA,57,2,New Business,Urban,25000,1
SPRINGFIELD,MA,CA,71,6,Existing Business,Undefined,175000,1
OVERLAND PARK,KS,NC,84,3,New Business,Urban,32500,0
REHOBOTH,MA,CA,276,3,New Business,Undefined,200000,0
NORTH HAMPTON,NH,DE,84,1,Existing Business,Urban,57361,0
MILWAUKEE,WI,IL,12,68,New Business,Urban,1000000,0
AVOCA,NY,NY,60,20,New Business,Undefined,400000,0
MESA,AZ,NC,84,1,New Business,Urban,50000,0
Chicago,IL,IL,60,2,Existing Business,Urban,88426,0
FLORISSANT,MO,NC,84,23,Existing Business,Undefined,45000,1
JOLIET,IL,DE,24,2,New Business,Urban,83627,1
TRYON,NC,NC,84,2,New Business,Urban,17470,0
MASSILLON,OH,OH,84,6,New Business,Urban,49500,0
PASADENA,CA,SD,60,100,New Business,Undefined,50000,0
FORT LAUDERDALE,FL,NC,84,1,New Business,Urban,10000,0
STEVENSVILLE,MD,NC,84,2,Existing Business,Urban,14500,0
BANGOR,PA,VA,84,7,New Business,Urban,50000,0
MEDWAY,MA,SD,60,3,New Business,Undefined,15000,0
CRESTED BUTTE,CO,VA,84,5,New Business,Rural,35000,0
OTTAWA,IL,IL,84,5,New Business,Undefined,50000,0
BANDERA,TX,VA,84,6,New Business,Rural,35000,0
TEWKSBURY,MA,VA,33,5,New Business,Urban,50000,1
PITTSFIELD,MA,TX,276,5,New Business,Undefined,1555000,0
KEY WEST,FL,NC,84,4,New Business,Rural,133551,0
OAKLAND,CA,NC,33,7,New Business,Urban,50000,1
RICHMOND HILL,GA,NC,84,2,New Business,Urban,30000,0
BOWIE,MD,SD,60,12,New Business,Undefined,25000,0
BEAVERTON,OR,NC,84,2,New Business,Rural,25000,0
IRVINGTON,NJ,CA,240,3,New Business,Undefined,280000,0
WEIRTON,WV,IL,121,5,New Business,Rural,173784,0
MITCHELL,SD,SD,84,6,New Business,Undefined,75000,0
LOS ANGELES,CA,NC,84,6,New Business,Urban,55865,0
Highland Village,TX,NC,84,2,New Business,Urban,69000,0
SAN ANTONIO,TX,SD,303,19,New Business,Undefined,1357000,0
RICHFIELD,UT,UT,24,3,New Business,Rural,26000,0
MONTGOMERY,NY,SD,216,3,New Business,Undefined,445000,0
CERES,CA,NC,95,2,New Business,Urban,49915,1
VALLEY VILLAGE,CA,NC,38,1,New Business,Urban,59100,1
FORT LAUDERDALE,FL,NC,84,15,New Business,Urban,93261,0
LOS ANGELES,CA,NC,55,3,New Business,Rural,150000,1
HEBER CITY,UT,UT,84,16,Existing Business,Rural,205429,0
GRAND JUNCTION,CO,SD,120,4,New Business,Undefined,59000,0
WOOSTER,OH,OH,60,6,New Business,Urban,218100,0
FRISCO,TX,AL,84,1,New Business,Urban,158875,0
MILL CREEK,WA,OH,60,5,New Business,Undefined,70000,0
LAS VEGAS,NV,NC,84,1,Existing Business,Urban,5000,0
ALBUQUERQUE,NM,NC,115,4,New Business,Urban,61235,0
EL CAJON,CA,NC,32,2,New Business,Urban,19700,1
LOVELAND,CO,CO,84,27,New Business,Undefined,655000,0
RENO,NV,NC,84,2,New Business,Urban,40000,0
GLENDALE,CA,NC,84,1,New Business,Urban,50000,0
CARSON,CA,CA,300,6,New Business,Undefined,944800,0
ALLEN,TX,NC,84,1,Existing Business,Urban,20000,0
COLUMBUS,OH,IL,75,4,New Business,Undefined,100000,0
PHOENIX,AZ,NC,84,4,New Business,Urban,122802,0
SOUTH EASTON,MA,CT,240,7,New Business,Undefined,1000000,0
WEATHERFORD,TX,TX,180,12,Existing Business,Undefined,125000,0
Walsenburg,CO,VA,42,2,New Business,Rural,35000,1
PLYMOUTH,WI,WI,240,20,New Business,Rural,104000,0
Elmhurst,IL,VA,4,4,New Business,Urban,50000,1
RICHARDSON,TX,TX,60,14,New Business,Urban,50900,0
PHILLIPS,WI,SD,60,8,New Business,Rural,281834,0
RUTLAND,VT,VT,240,12,New Business,Undefined,248000,0
Anchorage,AK,VA,84,2,New Business,Urban,25000,0
SAN JOSE,CA,TX,300,9,New Business,Undefined,432000,0
TUCSON,AZ,NC,84,1,New Business,Urban,8000,0
CHICAGO,IL,SD,60,3,New Business,Undefined,31356,0
Emerson,NJ,VA,84,5,New Business,Urban,50000,0
COTTAGE GROVE,MN,SD,18,1,New Business,Urban,39077,1
Thorndale,TX,VA,84,3,New Business,Rural,25000,0
LENNOX,SD,OH,120,5,New Business,Undefined,162000,0
Kansas City,MO,VA,84,5,New Business,Urban,10000,0
